route,week,sales,level_shifts,season_negative,season_positive,route4_out1,route6_sdum1,route6_sdum2,route6_sdum3,total_price,reg_price,tpr,temp_dep,yt_views,yt_views_1,paid_search_imps,display_imps,email_open,tv,tv_1,tv_2,tv_3,tv_4,tv_5,ooh_1,news,news_1,news_2,radio,radio_1,radio_2,total_mag,total_mag_1,total_mag_2,departures,comp1_ooh,comp2_tv,comp2_tmag_1,comp3_tv_1
ROUTE5,2014-43,6908.999997,0,0,0.092359065,0,0,0,0,-0.10933589,-0.089005886,0.006800672,0,0.551522219,0.377920994,2.25499034,12.74432762,0.368216,0,0,0,0,0,0.287666518,2.1332,4.7402,3.6013,4.8296,0,0,0.4107,2.2468763,1.65439246,3.16931416,0.123379021,1.255,0,0.947,6.129
ROUTE5,2014-44,7149.000002,0,0,0.074762361,0,0,0,0,-0.143697969,-0.089005886,0.041162751,-0.027150989,0.410676167,0.551522219,1.97641413,13.11517295,0.368216,0,0,0,0,0,0,2.1332,3.5648,4.7402,3.6013,0.0053,0,0,4.03223379,2.2468763,1.65439246,0.123379021,1.255,0,0.947,5.756
ROUTE5,2014-45,7740.000003,0.019207474,0,0.146186379,0,0,0,0,-0.110375075,-0.089005886,0.007839857,-0.00896867,0.515672791,0.410676167,1.99876839,13.06332634,0.32076459,0,0,0,0,0,0,2.1473,4.2434,3.5648,4.7402,0.0053,0.0053,0,0,4.03223379,2.2468763,0.123379021,0.602,0,3.814,5.855
ROUTE5,2014-46,7330.000001,0.029507199,0,0.078352658,0,0,0,0,-0.117193067,-0.089005886,0.014657849,0,0.378457907,0.515672791,2.01691448,11.29165471,0.32076459,0,0,0,0,0,0,2.1473,3.7488,4.2434,3.5648,1.7145,0.0053,0.0053,2.90407811,0,4.03223379,0.123379021,0.602,0,0,6.429
ROUTE5,2014-47,6177.999997,0.005338759,-0.079130037,0,0,0,0,0,-0.166771452,-0.089005886,0.064236234,0,0.405987438,0.378457907,2.00015172,11.26464495,0.32076459,0,0,0,0,0,0,2.1473,4.4021,3.7488,4.2434,1.5148,1.7145,0.0053,0.637743944,2.90407811,0,0.123379021,0.602,0,0,6.03
ROUTE5,2014-48,4518,0,-0.313187959,0,0,0,0,0,-0.133139361,-0.089005886,0.030604142,-0.093526058,0.927512795,0.405987438,1.57716765,9.35615847,0.32076459,0,0,0,0,0,0,2.1473,0.9732,4.4021,3.7488,1.5148,1.5148,1.7145,1.139459387,0.637743944,2.90407811,0.123379021,0.602,0,0,1.571
ROUTE5,2014-49,6694.999999,0,0,0.080699827,0,0,0,0,-0.013529332,0,0,0,0.562745681,0.927512795,1.90634667,2.404367787,0.4166349,0,0,0,0,0,0,2.1473,0.912,0.9732,4.4021,1.5148,1.5148,1.5148,2.78835584,1.139459387,0.637743944,0.141078598,0.305,0,0,1.272
ROUTE5,2014-50,5778,0.02375267,-0.126117153,0,0,0,0,0,0,0,0,-0.026668247,1.533592237,0.562745681,2.11420239,2.255044148,0.45254945,0,0,0,0,0,0,1.931,0.9732,0.912,0.9732,0,1.5148,1.5148,0,2.78835584,1.139459387,0.141078598,0.157,0,3.349,1.004
ROUTE5,2014-51,4795.999999,0.038284769,-0.461412134,0,0,0,0,0,-0.221325691,-0.049944283,0.157852077,0,1.355051147,1.533592237,1.53705639,1.779783278,0.45254945,0,0,0,0,0,0,1.1038,0,0.9732,0.912,0,0,1.5148,0,0,2.78835584,0.141078598,0.157,0,0,1.24
ROUTE5,2014-52,2949.999999,0.037490544,-0.975862591,0,0,0,0,0,-0.34283219,-0.049944283,0.279358576,-0.022574322,0.759471919,1.355051147,1.83962428,1.61655538,0.45254945,0,0,0,0,0,0,1.1038,2.2993,0,0.9732,0,0,0,0,0,0,0.123379021,0.157,0,0,2.284
ROUTE5,2015-1,4082.999999,0.009735657,-0.502920295,0,0,0,0,0,-0.202751081,-0.049944283,0.139277466,-0.022574322,0.457385165,0.759471919,0,0,0.43694067,0,0,0,0,0,0,1.1038,0,2.2993,0,0,0,0,0,0,0,0.123379021,0.115,0,1.032,1.2
ROUTE5,2015-2,8170.999997,0.035378613,0,0.124568825,0,0,0,0,-0.095552785,-0.049944283,0.03207917,-0.0693118,0.252793654,0.457385165,1.83925129,0,0.39681834,0,0,0,0,0,0,1.1022,0.9732,0,2.2993,0,0,0,0,0,0,0.123379021,0.003,0,2.056,0.793
ROUTE5,2015-3,7615.999996,0.026572068,0,0.069375516,0,0,0,0,-0.129369246,-0.049944283,0.065895632,-0.045670037,0.549262331,0.252793654,1.78929447,0,0.39681834,0,0,0,0,0,0,1.1022,0.1009,0.9732,0,0,0,0,0,0,0,0.123379021,0.003,0,0,0.793
ROUTE5,2015-4,6900.000003,0.036711303,-0.017048363,0,0,0,0,0,-0.088169992,-0.049944283,0.024696378,-0.055059777,0.547450736,0.549262331,2.50061943,0,0.39681834,0,0,0,0,0,0,1.1022,0.9732,0.1009,0.9732,0,0,0,0,0,0,0.123379021,0.003,0,0,0.793
ROUTE5,2015-5,7418,0.047500044,0,0.016192164,0,0,0,0,-0.113889811,-0.049944283,0.050416197,-0.055059777,0.293932093,0.547450736,2.17154851,0,0.39681834,0,0,0,0,0,0,1.1022,0,0.9732,0.1009,0,0,0,0,0,0,0.123379021,0.003,0,0,2.613
ROUTE5,2015-6,8080.999998,0.042088213,0,0.040505113,0,0,0,0,-0.195487141,-0.049944283,0.132013527,-0.045670037,0.129211731,0.293932093,2.3443421,0,0.51505446,0,0,0,0,0,0,1.1022,0,0,0.9732,0,0,0,0,0,0,0.123379021,0.24,0,0,2.71
ROUTE5,2015-7,7723.000003,0.051285984,-0.036885308,0,0,0,0,0,-0.182572875,-0.049944283,0.119099261,-0.064538521,0.116737557,0.129211731,1.97070744,0,0.53346949,0,0,0,0,0,0,1.1022,3.4914,0,0,0,0,0,0,0,0,0.123379021,0.274,0,0,0
ROUTE5,2015-8,6908.999997,0.012928786,0,0.009006587,0,0,0,0,-0.063473615,-0.049944283,0,-0.036367644,0.182190932,0.116737557,2.07172138,11.22346562,0.53346949,0,0,0,0,0,0,1.1022,0,3.4914,0,0,0,0,0,0,0,0.123379021,0.274,0,0,0
ROUTE5,2015-9,7399.000001,0,0,0.06161783,0,0,0,0,-0.085029572,-0.049944283,0.021555958,-0.027150989,0.184148518,0.182190932,2.21909324,12.03940246,0.53346949,0,0,0,0,0,0,1.2995,0,0,3.4914,0,0,0,1.75586224,0,0,0.123379021,0.274,0,0,0
ROUTE5,2015-10,8148.999997,0.005420049,0,0.093153011,0,0,0,0,-0.102239529,-0.049944283,0.038765915,0,1.24444364,0.184148518,1.71565347,12.35406753,0.43364512,0,0,0,0,0,0,1.5453,0,0,0,2.2279,0,0,0,1.75586224,0,0.123379021,0.188,0,0,0
ROUTE5,2015-11,7529.000001,0.007417926,0,0.073484151,0,0,0,0,-0.067522663,-0.049944283,0.004049048,0,0.807441029,1.24444364,1.58235348,12.09141748,0.41599411,0,0,0,0,0,0,1.6403,0,0,0,2.2279,2.2279,0,1.247191961,0,1.75586224,0.123379021,0.173,0,0,4.719
ROUTE5,2015-12,7274.000003,0.003556691,0,0.059406811,0,0,0,0,-0.038936331,-0.025406999,0,0,0.827510907,0.807441029,2.10583764,12.39884933,0.41599411,0,0,0,0,0,0,1.505,2.1935,0,0,0,2.2279,2.2279,3.23553567,1.247191961,0,0.123379021,0.173,0,0,5.369
ROUTE5,2015-13,7201.999998,0,0,0.047015675,0,0,0,0,-0.056318236,-0.025406999,0.017381904,0,0.230638902,0.827510907,1.56257776,12.56088623,0.41599411,0,0,0,0,0,0,1.382,3.6541,2.1935,0,0,0,2.2279,1.86419408,3.23553567,1.247191961,0.123379021,0.173,0,0,0
ROUTE5,2015-14,7330.999998,0,0,0.08080258,0,0,0,0,-0.111562103,-0.025406999,0.072625772,-0.027150989,0.675755438,0.230638902,2.05999792,12.55960754,0.48978829,0,0,0,0,0,0,1.6246,4.2244,3.6541,2.1935,2.186,0,0,3.51197626,1.86419408,3.23553567,0.123379021,0.827,0,0,0
ROUTE5,2015-15,7244,0.009156013,0,0.03789879,0,0,0,0,-0.106687867,-0.025406999,0.067751535,0,0.859206075,0.675755438,2.02946136,12.51249665,0.58040523,0,0,0,0,0,0,1.7347,2.001,4.2244,3.6541,2.186,2.186,0,1.247191961,3.51197626,1.86419408,0.123379021,1.321,0,0,0
ROUTE5,2015-16,7693.999998,0.028805774,0,0.100969192,0,0,0,0,-0.048944635,-0.025406999,0.010008303,0,0.491518172,0.859206075,1.94919993,12.54180851,0.58040523,0,0,0,0,0,0,1.9176,0,2.001,4.2244,0,2.186,2.186,2.0723814,1.247191961,3.51197626,0.141078598,1.321,0,0,5
ROUTE5,2015-17,7785.999999,0.037951088,0,0.122524585,0,0,0,0,-0.021866991,-0.008337659,0,-0.00881063,0.290421264,0.491518172,1.98136017,12.62628678,0.58040523,0,0,0,0,0,0,1.9176,4.3271,0,2.001,0,0,2.186,1.83742266,2.0723814,1.247191961,0.141078598,1.321,0,0,5.251
ROUTE5,2015-18,7558.999998,0.021291198,0,0.161818727,0,0,0,0,-0.021906226,-0.008337659,3.92E-05,-0.004395611,0.270888237,0.290421264,1.76907405,12.68772601,0.5414796,0,0,0,0,0,0,1.9967,0,4.3271,0,2.186,0,0,4.45796044,1.83742266,2.0723814,0.141078598,1.317,0,0,5.387
ROUTE5,2015-19,7573.999997,0.023260657,0,0.121936182,0,0,0,0,-0.042030442,-0.008337659,0.020163451,-0.00881063,0.290421264,0.270888237,1.5398262,12.56617571,0.26946225,0,0,0,0,0,0,1.9345,2.001,0,4.3271,2.186,2.186,0,0,4.45796044,1.83742266,0.141078598,1.289,0,0,5.544
ROUTE5,2015-20,7332,0.024717224,0,0.062540411,0,0,0,0,-0.043830347,-0.008337659,0.021963355,-0.004395611,0.218745178,0.290421264,1.50476439,12.60156918,0.26946225,0,0,0,0,0,0,1.9345,4.2244,2.001,0,0,2.186,2.186,2.29400587,0,4.45796044,0.141078598,1.289,0,0,5.455
ROUTE5,2015-21,7182.999999,0.032082223,0,0.00372446,0,0,0,0,-0.086234104,-0.008337659,0.064367113,-0.004395611,4.871235094,0.218745178,1.46945425,12.57291052,0.26946225,0,0,0,0,0,0,1.5416,0,4.2244,2.001,0,0,2.186,1.247191961,2.29400587,0,0.141078598,1.289,0,0,5.649
ROUTE5,2015-22,6968.000003,0.02219348,0,0.008968938,0,0,0,0,-0.077159769,-0.008337659,0.055292778,-0.035718083,5.314417469,4.871235094,1.70960588,12.65717806,0.26946225,0,0,0,0,0,0,1.5416,0,0,4.2244,2.186,0,0,0,1.247191961,2.29400587,0.141078598,1.289,0,0,5.185
ROUTE5,2015-23,7507.000003,0.003487559,0,0.095095692,0,0,0,0,-0.073042412,-0.008337659,0.05117542,-0.026668247,3.836363312,5.314417469,1.59151648,12.58700596,0.39025345,0,0,0,0,0,0,1.3949,0,0,0,2.186,2.186,0,4.24918229,0,1.247191961,0.141078598,0.649,0,0,5.443
ROUTE5,2015-24,6553,0,0,0.047500775,0,0,0,0,-0.008706112,-0.008337659,0,-0.004395611,1.55962842,3.836363312,2.72131178,12.73610051,0.43476055,0.154141905,0,0,0,0,0,1.6248,4.2244,0,0,0,2.186,2.186,2.9502053,4.24918229,0,0.141078598,0.205,0,0,5.64
ROUTE5,2015-25,6500.000001,0,0,0.026966546,0,0,0,0,-0.036794687,-0.023265355,0,-0.00881063,1.479036413,1.55962842,2.8743574,12.13300894,0.43476055,0.154141905,0.154141905,0,0,0,0,1.8396,0,4.2244,0,0,0,2.186,3.56966358,2.9502053,4.24918229,0.141078598,0.205,0,0,4.931
ROUTE5,2015-26,6307.000002,0.005304142,-0.054938817,0,0,0,0,0,-0.0860034,-0.072474068,0,0,1.27578302,1.479036413,2.89031151,4.658372372,0.43476055,0.154141905,0.154141905,0.154141905,0,0,0,1.7642,0,0,4.2244,0,0,0,2.23530532,3.56966358,2.9502053,0.141078598,0.205,0,0,5.431
ROUTE5,2015-27,5900.000001,0.002199409,-0.102393739,0,0,0,0,0,-0.106235644,-0.092706312,0,-0.058974002,1.02827503,1.27578302,2.84657043,3.765344341,0.57382335,0.154141905,0.154141905,0.154141905,0.154141905,0,0,1.7642,0,0,0,0,0,0,2.67593846,2.23530532,3.56966358,0.136682986,0.192,0,0,5.407
ROUTE5,2015-28,7342.999997,0,0,0.096741828,0,0,0,0,-0.114624523,-0.101095191,0,0,1.098089686,1.02827503,2.91493807,3.509410966,0.73347501,0.154141905,0.154141905,0.154141905,0.154141905,0.154141905,0,1.5674,0,0,0,0,0,0,0,2.67593846,2.23530532,0.136682986,0.173,0,0,5.973
ROUTE5,2015-29,6897.999997,0,0,0.081410185,0,0,0,0,-0.044505974,-0.030976642,0,-0.004395611,1.143064051,1.098089686,2.84549084,6.97143406,0.73347501,0.154141905,0.154141905,0.154141905,0.154141905,0.154141905,0.154141905,1.2229,3.2593,0,0,0,0,0,0,0,2.67593846,0.141078598,0.173,0,0,5.684
ROUTE5,2015-30,6662.000002,0.007700218,0,0.003342528,0,0,0,0,-0.074471754,-0.030976642,0.02996578,-0.004395611,1.263675002,1.143064051,2.73056443,8.21563433,0.73347501,0.154141905,0.154141905,0.154141905,0.154141905,0.154141905,0.154141905,1.0957,0,3.2593,0,0,0,0,0,0,0,0.141078598,0.173,0,0,0
ROUTE5,2015-31,6642,0,0,0.025830736,0,0,0,0,-0.075337604,-0.030976642,0.03083163,-0.00881063,1.154245681,1.263675002,2.50965051,2.78147767,0.73347501,0.154141905,0.154141905,0.154141905,0.154141905,0.154141905,0.154141905,1.0957,0,0,3.2593,0,0,0,0,0,0,0.141078598,0.173,0,0,0
ROUTE5,2015-32,7186.999997,0.009456593,0,0.054110922,0,0,0,0,-0.108438607,-0.030976642,0.063932633,0,2.011658473,1.154245681,2.56859233,2.48490665,0.44421663,0.287666617,0.154141905,0.154141905,0.154141905,0.154141905,0.154141905,1.0957,0,0,0,0,0,0,0,0,0,0.141078598,0.906,0,0,0
ROUTE5,2015-33,7203.999998,0,0,0.067478404,0,0,0,0,-0.125131657,-0.030976642,0.080625683,0,1.374469233,2.011658473,2.42713152,2.934996039,0.44421663,0.287666617,0.287666617,0.154141905,0.154141905,0.154141905,0.154141905,1.4073,2.001,0,0,0,0,0,0,0,0,0.141078598,0.906,0,0,2.675
ROUTE5,2015-34,6929.000003,0,0,0.009203068,0,0,0,0,-0.145963616,-0.030976642,0.101457642,0,1.623291352,1.374469233,2.05984706,2.799021979,0.44421663,0.287666617,0.287666617,0.287666617,0.154141905,0.154141905,0.154141905,1.4073,0,2.001,0,0,0,0,0,0,0,0.141078598,0.906,0,0,3.378
ROUTE5,2015-35,7195.999999,0.005779687,-0.001028034,0,0,0,0,0,-0.155433339,-0.030976642,0.110927365,-0.004434597,1.047153991,1.623291352,1.9977775,3.160035325,0.44421663,0.287666617,0.287666617,0.287666617,0.287666617,0.154141905,0.154141905,1.4073,2.001,0,2.001,0,0,0,1.44580024,0,0,0.132267968,0.906,0,0,3.378
ROUTE5,2015-36,7207.000001,0.014501967,0,0.045688041,0,0,0,0,-0.103535215,-0.030976642,0.059029241,-0.017857617,1.038314155,1.047153991,1.97340141,2.567692844,0.50297001,0,0.287666617,0.287666617,0.287666617,0.287666617,0.154141905,1.4073,0,2.001,0,0,0,0,1.101580121,1.44580024,0,0.132267968,1.535,0,0,3.378
ROUTE5,2015-37,6963,0,0,0.072652293,0,0,0,0,-0.081858212,-0.030976642,0.037352238,-0.013363228,0.861526646,1.038314155,1.39034554,2.499677967,0.54487512,0,0,0.287666617,0.287666617,0.287666617,0.287666617,1.4352,3.2593,0,2.001,0,0,0,0,1.101580121,1.44580024,0.132267968,1.836,0,0,3.347
ROUTE5,2015-38,6831.999997,0,0,0.063754176,0,0,0,0,-0.002134187,-0.030976642,0,0,0.680131812,0.861526646,1.19395743,5.775992388,0.54487512,0,0,0,0.287666617,0.287666617,0.287666617,1.9163,2.001,3.2593,0,0,0,0,0,0,1.101580121,0.132267968,1.836,0,0,1.53
ROUTE5,2015-39,7569.999997,0.021594988,0,0.044805529,0,0,0,0,-0.100347534,-0.086818202,0,0,1.379807852,0.680131812,0.83512924,2.921624302,0.54487512,0,0,0,0,0.287666617,0.287666617,1.9163,0,2.001,3.2593,0,0,0,2.65039381,0,0,0.132267968,1.836,0,0,1.53
ROUTE5,2015-40,9968,0.073640777,0,0.083483618,0,0,0,0,-0.252515315,-0.122587344,0.116398639,-0.008888947,1.212323421,1.379807852,1.22648574,2.448539006,0.46312434,0,0,0,0,0,0.287666617,1.9163,2.001,0,2.001,1.9419,0,0,3.18346882,2.65039381,0,0.132267968,1.572,0,0.993,5.722
ROUTE5,2015-41,9093.000002,0.066387055,0,0.058386803,0,0,0,0,-0.222656686,-0.122587344,0.086540011,-0.004434597,1.011600912,1.212323421,1.39219701,1.961100315,0.22364389,0,0,0,0,0,0,1.9163,4.6725,2.001,0,1.9419,1.9419,0,2.13892281,3.18346882,2.65039381,0.132267968,0.173,0,0,5.849
ROUTE5,2015-42,8326.999998,0.05155908,0,0.026603446,0,0,0,0,-0.202458486,-0.122587344,0.06634181,-0.008888947,0.909370289,1.011600912,0.62620604,2.951929651,0.22364389,0,0,0,0,0,0,1.6788,4.3271,4.6725,2.001,2.6847,1.9419,1.9419,0,2.13892281,3.18346882,0.132267968,0.173,0,0,5.976
ROUTE5,2015-43,9380,0.080749293,0,0.092359065,0,0,0,0,-0.227217869,-0.122587344,0.091101194,-0.008888947,1.045777908,0.909370289,0.30435554,2.864239618,0.22364389,0,0,0,0,0,0,1.9021,0,4.3271,4.6725,2.6847,2.6847,1.9419,2.78570703,0,2.13892281,0.132267968,0.173,0,0.993,6.485
ROUTE5,2015-44,8735.000004,0.078644669,0,0.074762361,0,0,0,0,-0.212168916,-0.122587344,0.07605224,-0.017857617,0.653989161,1.045777908,0.86739419,2.273597556,0.22364389,0,0,0,0,0,0,2.1117,2.867,0,4.3271,2.0388,2.6847,2.6847,4.39729064,2.78570703,0,0.132267968,0.173,0,0,6.075
ROUTE5,2015-45,9256.000001,0.067747852,0,0.146186379,0,0,0,0,-0.183213707,-0.122587344,0.047097031,-0.008888947,0.613235081,0.653989161,1.31835597,11.6114616,0.07785942,0,0,0,0,0,0,1.9535,0.912,2.867,0,2.0388,2.0388,2.6847,0,4.39729064,2.78570703,0.132267968,0.559,0,0,6.368
ROUTE5,2015-46,8682.999999,0.042772745,0,0.078352658,0,0,0,0,-0.257864298,-0.122587344,0.121747622,-0.008888947,0.928751952,0.613235081,1.08308004,11.46044048,0.05135342,0,0,0,0,0,0,1.7741,0,0.912,2.867,2.0388,2.0388,2.0388,2.13892281,0,4.39729064,0.132267968,0.611,0,0,6.245
ROUTE5,2015-47,7492.999997,0.035376678,-0.079130037,0,0,0,0,0,-0.271791318,-0.122587344,0.135674642,-0.008888947,0.799016971,0.928751952,0.66667311,10.98130719,0.05135342,0,0,0,0,0,0,1.5161,2.682,0,0.912,2.0388,2.0388,2.0388,1.247191961,2.13892281,0,0.132267968,0.611,0,0,5.858
ROUTE5,2015-48,5336.000002,0.037647621,-0.313187959,0,0,0,0,0,-0.203519847,-0.122587344,0.067403172,-0.036039936,0.689614302,0.799016971,0,10.00435854,0.05135342,0,0,0,0,0,0,1.0957,0,2.682,0,0,2.0388,2.0388,1.86419408,1.247191961,2.13892281,0.132267968,0.611,0,0,5.968
ROUTE5,2015-49,7643.999997,0.01616882,0,0.080699827,0,0,0,0,-0.139342461,-0.122587344,0.003225785,0,0.776920562,0.689614302,0.347363434,9.87634023,0.23907415,0,0,0,0,0,0,1.0957,4.1368,0,2.682,0,0,2.0388,4.28986061,1.86419408,1.247191961,0.132267968,0.441,0,0,5.995
ROUTE5,2015-50,5695.000001,0,-0.126117153,0,0,0,0,0,-0.136116676,-0.122587344,0,-0.008888947,3.044522438,0.776920562,0.941204277,8.85622847,0.35984418,0,0,0,0,0,0,1.0957,4.9609,4.1368,0,0,0,0,1.54110441,4.28986061,1.86419408,0.132267968,0.291,0,0,1.574
ROUTE5,2015-51,5106.000001,0.019756695,-0.461412134,0,0,0,0,0,-0.347729632,-0.227027578,0.107172722,0,4.131196303,3.044522438,1.52923259,7.83443472,0.35984418,0,0,0,0,0,0,1.0957,2.682,4.9609,4.1368,0,0,0,2.50263479,1.54110441,4.28986061,0.132267968,0.291,0,0,1.279
ROUTE5,2015-52,3381.000001,0,0,0,0,0,0,0,-0.410225699,-0.227027578,0.169668789,-0.050585497,4.756012668,4.131196303,1.546449873,0,0.35984418,3.018286738,0,0,0,0,0,1.0957,0,2.682,4.9609,0,0,0,2.50263479,2.50263479,1.54110441,0.11890474,0.291,0,0,1.987
ROUTE6,2013-1,2097,0,0,0,0,0,0,0,-0.032396987,-0.029916141,0,-0.693147181,0,0,2.29782184,0,0.13105649,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98109521,0,0,0,0.224,0,0,0
ROUTE6,2013-2,3547.000001,0,0,0,0,0,0,0,-0.053401799,-0.029916141,0.021004812,0,0.654803825,0,2.32129244,0,0.69067227,0,0,0,0,0,0,0.9765,0,0,0,0,0,0,0,2.98109521,0,0,0.784,0,2.936,0.028
ROUTE6,2013-3,3482.999999,0,0,0,0,0,0,0,-0.076660064,-0.029916141,0.044263077,0,1.024343545,0.654803825,1.9739773,0,0.69067227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98109521,0,0.784,7.411,0,0.719
ROUTE6,2013-4,3091,0,0,0,0,0,0,0,-0.088048435,-0.029916141,0.055651447,-0.150282203,0.859206075,1.024343545,1.97360305,0,0.69067227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.784,4.504,1.624,0.719
ROUTE6,2013-5,3607,0.052066617,0,0.117176152,0,0,0,0,-0.056585691,-0.029916141,0.024188704,0,0.760571424,0.859206075,2.08198672,0,0.66216028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.785,7.284,0,0.719
ROUTE6,2013-6,3285,0.045029813,0,0.049444699,0,0,0,0,-0.067148188,-0.029916141,0.0347512,-0.01169604,0.5392577,0.760571424,2.19025601,0,0.47156361,0,0,0,0,0,0,0.4506,0,0,0,0,0,0,0,0,0,0,0.794,6.824,2.44,0.834
ROUTE6,2013-7,3261.000001,0.041041556,-0.023771271,0,0,0,0,0,-0.068774324,-0.029916141,0.036377337,0,0.484784139,0.5392577,2.17665519,0,0.47156361,0,0,0,0,0,0,0.4506,0,0,0,0,0,0,0,0,0,0,0.794,8.781,3.072,0.834
ROUTE6,2013-8,3076.999999,0.027139884,-0.005377219,0,0,0,0,0,-0.046782756,-0.029916141,0.014385768,-0.150282203,0.360585782,0.484784139,2.10030547,0,0.47156361,0,0,0,0,0,0,0.4506,0,0,0,0,0,0,0,0,0,0,0.794,10.307,1.328,0.834
ROUTE6,2013-9,3621.999998,0.013108513,0,0.158545427,0,0,0,0,-0.048312853,-0.029916141,0.015915866,0,0.519875459,0.360585782,2.00821898,0,0.46297348,0,0,0,0,0,0,0.4506,0,0,0,0,0,0,0,0,0,0.011560822,0.762,0,0,0.834
ROUTE6,2013-10,3256.999999,0,0,0.104698235,0,0,0,0,-0.041262077,-0.029916141,0.00886509,0,1.046603785,0.519875459,2.0118178,0,0.40982291,2.220971298,0,0,0,0,0,0.4506,4.7738,0,0,2.9766,0,0,0,0,0,0.078252197,0.541,0,1.741,0.081
ROUTE6,2013-11,3381.999998,0,0,0.068778911,0,0,0,0,-0.060573199,-0.029916141,0.028176212,0,0.817180237,1.046603785,1.90902131,0,0.40982291,3.883681838,2.220971298,0,0,0,0,0.556,2.7495,4.7738,0,2.9766,2.9766,0,0,0,0,0.078252197,0.541,0,0,0.081
ROUTE6,2013-12,3252.000001,0,0,0.060203405,0,0,0,0,-0.082935523,-0.029916141,0.050538536,0,1.047428981,0.817180237,1.19395443,0,0.40982291,3.332815448,3.883681838,2.220971298,0,0,0,0.556,4.9435,2.7495,4.7738,2.9766,2.9766,2.9766,2.5355022,0,0,0.078252197,0.541,0,1.426,0.081
ROUTE6,2013-13,3368.999999,0,0,0.117040343,0,0,0,0,-0.020094308,-0.017613462,0,0,0.817872278,1.047428981,0.85767065,0,0.40982291,0,3.332815448,3.883681838,2.220971298,0,0,0.556,0,4.9435,2.7495,0,2.9766,2.9766,0,2.5355022,0,0.078252197,0.541,0,0,0.081
ROUTE6,2013-14,3774,0,0,0.169507291,0,0,0,0,-0.045602974,-0.017613462,0.025508667,-0.032789823,0.738348287,0.817872278,0.96843907,0,0.6079365,0,0,3.332815448,3.883681838,2.220971298,0,0.556,1.8322,0,4.9435,0,0,2.9766,1.216531225,0,2.5355022,0.078252197,0.442,6.486,0,0.773
ROUTE6,2013-15,3644.999998,0,0,0.135730511,0,0,0,0,-0.048921678,-0.017613462,0.02882737,0,0.863180907,0.738348287,1.04752895,0,0.67735932,3.125597738,0,0,3.332815448,3.883681838,2.220971298,2.2132,4.9435,1.8322,0,3.034,0,0,1.67618516,1.216531225,0,0.088947486,0.399,7.901,1.184,0.665
ROUTE6,2013-16,3408,0,0,0.073756438,0,0,0,0,-0.081762016,-0.017613462,0.061667708,0,0.96164164,0.863180907,0.9084987,0,0.67735932,3.162619438,3.125597738,0,0,3.332815448,3.883681838,2.2132,2.5253,4.9435,1.8322,3.034,3.034,0,0,1.67618516,1.216531225,0.088947486,0.399,8.271,0,0.665
ROUTE6,2013-17,3738,0,0,0.147051257,0,0,0,0,-0.064250357,-0.017613462,0.04415605,0,1.25678532,0.96164164,1.02926352,0,0.67735932,3.162619438,3.162619438,3.125597738,0,0,3.332815448,2.2132,4.7333,2.5253,4.9435,3.034,3.034,3.034,1.74454094,0,1.67618516,0.088947486,0.399,8.554,1.021,0
ROUTE6,2013-18,3791.000002,0,0,0.187799423,0,0,0,0,-0.035909615,-0.017613462,0.015815307,0,0.857545221,1.25678532,1.0684381,0,0.64214698,0,3.162619438,3.162619438,3.125597738,0,0,2.2132,2.9308,4.7333,2.5253,0,3.034,3.034,4.02688681,1.74454094,0,0.088947486,0.906,8.533,0,0
ROUTE6,2013-19,3904.999999,0,0,0.224229161,0,0,0,0,-0.059343895,-0.017613462,0.039249587,0,0.9610423,0.857545221,1.1527319,0,0.59318132,0,0,3.162619438,3.162619438,3.125597738,0,1.9389,3.4914,2.9308,4.7333,0,0,3.034,2.53547936,4.02688681,1.74454094,0.088947486,1.331,8.69,1.446,0
ROUTE6,2013-20,3883.000001,0,0,0.195045777,0,0,0,0,-0.041616754,-0.017613462,0.021522446,-0.02695581,1.076958419,0.9610423,1.26091389,0,0.59318132,3.154995218,0,0,3.162619438,3.162619438,3.125597738,2.3468,4.8876,3.4914,2.9308,3.034,0,0,1.188212316,2.53547936,4.02688681,0.088947486,1.331,9.119,0,0
ROUTE6,2013-21,3891,0.001708111,0,0.158160919,0,0,0,0,-0.012196149,-0.009715303,0,0,1.180822888,1.076958419,1.42411392,0,0.59318132,3.154995218,3.154995218,0,0,3.162619438,3.162619438,2.3468,4.1756,4.8876,3.4914,3.034,3.034,0,2.95524333,1.188212316,2.53547936,0.088947486,1.331,8.852,1.784,0
ROUTE6,2013-22,3241.999999,0,0,0.075969077,0,0,0,0,0,-0.009715303,0,-0.161268148,0.745439192,1.180822888,1.24194541,0,0.59318132,0,3.154995218,3.154995218,0,0,3.162619438,2.255,0,4.1756,4.8876,0,3.034,3.034,3.76845532,2.95524333,1.188212316,0.088947486,1.331,8.912,0,0.032
ROUTE6,2013-23,3667.999999,0,0,0.153054701,0,0,0,0,-0.021214512,-0.009208022,0.009525644,0,0.596111375,0.745439192,1.34957029,0,0.56416793,0,0,3.154995218,3.154995218,0,0,1.4238,3.8547,0,4.1756,0,0,3.034,2.39337993,3.76845532,2.95524333,0.088947486,1.311,7.6,1.822,0.807
