route,week,sales,level_shifts,season_negative,season_positive,route4_out1,route6_sdum1,route6_sdum2,route6_sdum3,total_price,reg_price,tpr,temp_dep,yt_views,yt_views_1,paid_search_imps,display_imps,email_open,tv,tv_1,tv_2,tv_3,tv_4,tv_5,ooh_1,news,news_1,news_2,radio,radio_1,radio_2,total_mag,total_mag_1,total_mag_2,departures,comp1_ooh,comp2_tv,comp2_tmag_1,comp3_tv_1
ROUTE2,2015-33,1761.999999,0,-0.0789672,0,0,0,0,0,-0.204366223,-0.172187668,0.030576784,0,1.374469233,2.011658473,2.42713152,2.934996039,0.44421663,0.287666617,0.287666617,0.154141905,0.154141905,0.154141905,0.154141905,1.4073,2.001,0,0,0,0,0,0,0,0,0.121360857,0.906,0,0,2.675
ROUTE2,2015-34,1773,0,-0.122344001,0,0,0,0,0,-0.249133846,-0.172187668,0.075344408,0,1.623291352,1.374469233,2.05984706,2.799021979,0.44421663,0.287666617,0.287666617,0.287666617,0.154141905,0.154141905,0.154141905,1.4073,0,2.001,0,0,0,0,0,0,0,0.121360857,0.906,0,0,3.378
ROUTE2,2015-35,1757,0,-0.107881223,0,0,0,0,0,-0.207411841,-0.172056747,0.033753324,0,1.047153991,1.623291352,1.9977775,3.160035325,0.44421663,0.287666617,0.287666617,0.287666617,0.287666617,0.154141905,0.154141905,1.4073,2.001,0,2.001,0,0,0,1.44580024,0,0,0.121360857,0.906,0,0,3.378
ROUTE2,2015-36,1833,0,-0.045845693,0,0,0,0,0,-0.197540015,-0.172056747,0.023881498,0,1.038314155,1.047153991,1.97340141,2.567692844,0.50297001,0,0.287666617,0.287666617,0.287666617,0.287666617,0.154141905,1.4073,0,2.001,0,0,0,0,1.101580121,1.44580024,0,0.09237332,1.535,0,0,3.378
ROUTE2,2015-37,2002,0,-0.013447304,0,0,0,0,0,-0.215792289,-0.172056747,0.042133772,-0.194156014,0.861526646,1.038314155,1.39034554,2.499677967,0.54487512,0,0,0.287666617,0.287666617,0.287666617,0.287666617,1.4352,3.2593,0,2.001,0,0,0,0,1.101580121,1.44580024,0.09237332,1.836,0,0,3.347
ROUTE2,2015-38,2057.000001,0,-0.027071209,0,0,0,0,0,-0.200690435,-0.172056747,0.027031918,-0.060624622,0.680131812,0.861526646,1.19395743,5.775992388,0.54487512,0,0,0,0.287666617,0.287666617,0.287666617,1.9163,2.001,3.2593,0,0,0,0,0,0,1.101580121,0.09237332,1.836,0,0,1.53
ROUTE2,2015-39,2092,0,-0.07788561,0,0,0,0,0,-0.173789438,-0.172056747,0.000130921,0,1.379807852,0.680131812,0.83512924,2.921624302,0.54487512,0,0,0,0,0.287666617,0.287666617,1.9163,0,2.001,3.2593,0,0,0,2.65039381,0,0,0.09237332,1.836,0,0,1.53
ROUTE2,2015-40,2144,0.000150274,0,0.000891405,0,0,0,0,-0.286130449,-0.172056747,0.112471932,0,1.212323421,1.379807852,1.22648574,2.448539006,0.46312434,0,0,0,0,0,0.287666617,1.9163,2.001,0,2.001,1.9419,0,0,3.18346882,2.65039381,0,0.09237332,1.572,0,0.993,5.722
ROUTE2,2015-41,2245,0.005419754,0,0.054775883,0,0,0,0,-0.190756782,-0.172056747,0.017098265,0,1.011600912,1.212323421,1.39219701,1.961100315,0.22364389,0,0,0,0,0,0,1.9163,4.6725,2.001,0,1.9419,1.9419,0,2.13892281,3.18346882,2.65039381,0.09237332,0.173,0,0,5.849
ROUTE2,2015-42,1993,0.0089663,-0.056831457,0,0,0,0,0,-0.173658517,-0.172056747,0,0,0.909370289,1.011600912,0.62620604,2.951929651,0.22364389,0,0,0,0,0,0,1.6788,4.3271,4.6725,2.001,2.6847,1.9419,1.9419,0,2.13892281,3.18346882,0.09237332,0.173,0,0,5.976
ROUTE2,2015-43,2085,0.011473938,-0.0360455,0,0,0,0,0,-0.17981064,-0.172056747,0.006152123,0,1.045777908,0.909370289,0.30435554,2.864239618,0.22364389,0,0,0,0,0,0,1.9021,0,4.3271,4.6725,2.6847,2.6847,1.9419,2.78570703,0,2.13892281,0.09237332,0.173,0,0.993,6.485
ROUTE2,2015-44,1919,0.011422439,-0.065812143,0,0,0,0,0,-0.195421161,-0.172056747,0.021762644,0,0.653989161,1.045777908,0.86739419,2.273597556,0.22364389,0,0,0,0,0,0,2.1117,2.867,0,4.3271,2.0388,2.6847,2.6847,4.39729064,2.78570703,0,0.09237332,0.173,0,0,6.075
ROUTE2,2015-45,2180,0.013768344,-0.020510756,0,0,0,0,0,-0.242346221,-0.172056747,0.068687704,-0.029852963,0.613235081,0.653989161,1.31835597,11.6114616,0.07785942,0,0,0,0,0,0,1.9535,0.912,2.867,0,2.0388,2.0388,2.6847,0,4.39729064,2.78570703,0.09237332,0.559,0,0,6.368
ROUTE2,2015-46,2047.000001,0.012807061,-0.06137437,0,0,0,0,0,-0.209994886,-0.172056747,0.036336369,0,0.928751952,0.613235081,1.08308004,11.46044048,0.05135342,0,0,0,0,0,0,1.7741,0,0.912,2.867,2.0388,2.0388,2.0388,2.13892281,0,4.39729064,0.09237332,0.611,0,0,6.245
ROUTE2,2015-47,1956.000001,0.008003247,-0.077124837,0,0,0,0,0,-0.298483702,-0.172056747,0.124825185,0,0.799016971,0.928751952,0.66667311,10.98130719,0.05135342,0,0,0,0,0,0,1.5161,2.682,0,0.912,2.0388,2.0388,2.0388,1.247191961,2.13892281,0,0.09237332,0.611,0,0,5.858
ROUTE2,2015-48,1284,0.003128329,-0.398303515,0,0,0,0,0,-0.255556214,-0.172056747,0.081897697,-0.169899037,0.689614302,0.799016971,0,10.00435854,0.05135342,0,0,0,0,0,0,1.0957,0,2.682,0,0,2.0388,2.0388,1.86419408,1.247191961,2.13892281,0.031748698,0.611,0,0,5.968
ROUTE2,2015-49,1936.999999,0.002701857,0,0.02100386,0,0,0,0,-0.126786549,-0.125184779,0,-0.098440073,0.776920562,0.689614302,0.347363434,9.87634023,0.23907415,0,0,0,0,0,0,1.0957,4.1368,0,2.682,0,0,2.0388,4.28986061,1.86419408,1.247191961,0.031748698,0.441,0,0,5.995
ROUTE2,2015-50,2072.999999,0.003233735,0,0.072547544,0,0,0,0,-0.090966814,-0.089365044,0,-0.169899037,3.044522438,0.776920562,0.941204277,8.85622847,0.35984418,0,0,0,0,0,0,1.0957,4.9609,4.1368,0,0,0,0,1.54110441,4.28986061,1.86419408,0.031748698,0.291,0,0,1.574
ROUTE2,2015-51,1996.999999,0.00012945,0,0.11226021,0,0,0,0,-0.080903378,-0.089365044,0,-0.133531393,4.131196303,3.044522438,1.52923259,7.83443472,0.35984418,0,0,0,0,0,0,1.0957,2.682,4.9609,4.1368,0,0,0,2.50263479,1.54110441,4.28986061,0.031748698,0.291,0,0,1.279
ROUTE2,2015-52,1356.000001,0,-0.343104309,0,0,0,0,0,-0.200877996,-0.155388419,0.043887807,-0.064538521,4.756012668,4.131196303,1.546449873,0,0.35984418,3.018286738,0,0,0,0,0,1.0957,0,2.682,4.9609,0,0,0,2.50263479,2.50263479,1.54110441,0.031748698,0.291,0,0,1.987
ROUTE3,2013-1,637.9999998,0,0,0,0,0,0,0,-0.385006106,-0.348584824,0.034966131,-0.336472237,0,0,2.29782184,0,0.13105649,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98109521,0,0,0.024097551,0.224,0,0,0
ROUTE3,2013-2,1202,0,0,0,0,0,0,0,-0.350039974,-0.348584824,0,0,0.654803825,0,2.32129244,0,0.69067227,0,0,0,0,0,0,0.9765,0,0,0,0,0,0,0,2.98109521,0,0.024097551,0.784,0,2.936,0.028
ROUTE3,2013-3,1197.000001,0,0,0.165035092,0,0,0,0,-0.467097387,-0.348584824,0.117057413,0,1.024343545,0.654803825,1.9739773,0,0.69067227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98109521,0.024097551,0.784,7.411,0,0.719
ROUTE3,2013-4,1097,0.00059729,0,0.106632615,0,0,0,0,-0.420703173,-0.348584824,0.070663199,0,0.859206075,1.024343545,1.97360305,0,0.69067227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024097551,0.784,4.504,1.624,0.719
ROUTE3,2013-5,1113,0.00456349,0,0.110492312,0,0,0,0,-0.4249126,-0.348584824,0.074872626,0,0.760571424,0.859206075,2.08198672,0,0.66216028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024097551,0.785,7.284,0,0.719
ROUTE3,2013-6,1166,0.007177983,0,0.108172159,0,0,0,0,-0.428649218,-0.348584824,0.078609244,0,0.5392577,0.760571424,2.19025601,0,0.47156361,0,0,0,0,0,0,0.4506,0,0,0,0,0,0,0,0,0,0.024097551,0.794,6.824,2.44,0.834
ROUTE3,2013-7,1171,0.006664731,0,0.128593938,0,0,0,0,-0.428422037,-0.348584824,0.078382063,0,0.484784139,0.5392577,2.17665519,0,0.47156361,0,0,0,0,0,0,0.4506,0,0,0,0,0,0,0,0,0,0.024097551,0.794,8.781,3.072,0.834
ROUTE3,2013-8,1020,0.002094923,-0.006846319,0,0,0,0,0,-0.409593226,-0.348584824,0.059553252,0,0.360585782,0.484784139,2.10030547,0,0.47156361,0,0,0,0,0,0,0.4506,0,0,0,0,0,0,0,0,0,0.024097551,0.794,10.307,1.328,0.834
ROUTE3,2013-9,1200,0,0,0.133824749,0,0,0,0,-0.340282277,-0.338827127,0,0,0.519875459,0.360585782,2.00821898,0,0.46297348,0,0,0,0,0,0,0.4506,0,0,0,0,0,0,0,0,0,0.024097551,0.762,0,0,0.834
ROUTE3,2013-10,1119,0,0,0.141914441,0,0,0,0,-0.407042411,-0.338827127,0.066760134,0,1.046603785,0.519875459,2.0118178,0,0.40982291,2.220971298,0,0,0,0,0,0.4506,4.7738,0,0,2.9766,0,0,0,0,0,0.024097551,0.541,0,1.741,0.081
ROUTE3,2013-11,1056,0,0,0.056256162,0,0,0,0,-0.400320467,-0.338827127,0.06003819,0,0.817180237,1.046603785,1.90902131,0,0.40982291,3.883681838,2.220971298,0,0,0,0,0.556,2.7495,4.7738,0,2.9766,2.9766,0,0,0,0,0.024097551,0.541,0,0,0.081
ROUTE3,2013-12,975.9999996,0,-0.040937878,0,0,0,0,0,-0.441519531,-0.338827127,0.101237254,0,1.047428981,0.817180237,1.19395443,0,0.40982291,3.332815448,3.883681838,2.220971298,0,0,0,0.556,4.9435,2.7495,4.7738,2.9766,2.9766,2.9766,2.5355022,0,0,0.024097551,0.541,0,1.426,0.081
ROUTE3,2013-13,996.0000004,0.002187352,0,0.026147312,0,0,0,0,-0.448824191,-0.338827127,0.108541914,0,0.817872278,1.047428981,0.85767065,0,0.40982291,0,3.332815448,3.883681838,2.220971298,0,0,0.556,0,4.9435,2.7495,0,2.9766,2.9766,0,2.5355022,0,0.024097551,0.541,0,0,0.081
ROUTE3,2013-14,1062,0.006874228,0,0.061315632,0,0,0,0,-0.325630201,-0.324175051,0,0,0.738348287,0.817872278,0.96843907,0,0.6079365,0,0,3.332815448,3.883681838,2.220971298,0,0.556,1.8322,0,4.9435,0,0,2.9766,1.216531225,0,2.5355022,0.024097551,0.442,6.486,0,0.773
ROUTE3,2013-15,1098,0.002385803,0,0.079394575,0,0,0,0,-0.352552713,-0.324175051,0.026922513,0,0.863180907,0.738348287,1.04752895,0,0.67735932,3.125597738,0,0,3.332815448,3.883681838,2.220971298,2.2132,4.9435,1.8322,0,3.034,0,0,1.67618516,1.216531225,0,0.024097551,0.399,7.901,1.184,0.665
ROUTE3,2013-16,1003,0,0,0.054232573,0,0,0,0,-0.340260874,-0.324175051,0.014630673,0,0.96164164,0.863180907,0.9084987,0,0.67735932,3.162619438,3.125597738,0,0,3.332815448,3.883681838,2.2132,2.5253,4.9435,1.8322,3.034,3.034,0,0,1.67618516,1.216531225,0.024097551,0.399,8.271,0,0.665
ROUTE3,2013-17,1105,0,0,0.079485116,0,0,0,0,-0.326263216,-0.324175051,0.000633016,-0.048790164,1.25678532,0.96164164,1.02926352,0,0.67735932,3.162619438,3.162619438,3.125597738,0,0,3.332815448,2.2132,4.7333,2.5253,4.9435,3.034,3.034,3.034,1.74454094,0,1.67618516,0.024097551,0.399,8.554,1.021,0
ROUTE3,2013-18,1181,0,0,0.151383161,0,0,0,0,-0.300279462,-0.298824312,0,0,0.857545221,1.25678532,1.0684381,0,0.64214698,0,3.162619438,3.162619438,3.125597738,0,0,2.2132,2.9308,4.7333,2.5253,0,3.034,3.034,4.02688681,1.74454094,0,0.024097551,0.906,8.533,0,0
ROUTE3,2013-19,1021,0,0,0.15865538,0,0,0,0,-0.250712043,-0.249256893,0,0,0.9610423,0.857545221,1.1527319,0,0.59318132,0,0,3.162619438,3.162619438,3.125597738,0,1.9389,3.4914,2.9308,4.7333,0,0,3.034,2.53547936,4.02688681,1.74454094,0.024097551,1.331,8.69,1.446,0
ROUTE3,2013-20,994.9999998,0,0,0.107046234,0,0,0,0,-0.236102606,-0.249256893,0,0,1.076958419,0.9610423,1.26091389,0,0.59318132,3.154995218,0,0,3.162619438,3.162619438,3.125597738,2.3468,4.8876,3.4914,2.9308,3.034,0,0,1.188212316,2.53547936,4.02688681,0.024097551,1.331,9.119,0,0
ROUTE3,2013-21,1085.999999,0,0,0.125950469,0,0,0,0,-0.272640238,-0.253899335,0.017285753,0,1.180822888,1.076958419,1.42411392,0,0.59318132,3.154995218,3.154995218,0,0,3.162619438,3.162619438,2.3468,4.1756,4.8876,3.4914,3.034,3.034,0,2.95524333,1.188212316,2.53547936,0.024097551,1.331,8.852,1.784,0
ROUTE3,2013-22,939.9999998,0.001763987,-0.017744403,0,0,0,0,0,-0.279184206,-0.253899335,0.023829721,0,0.745439192,1.180822888,1.24194541,0,0.59318132,0,3.154995218,3.154995218,0,0,3.162619438,2.255,0,4.1756,4.8876,0,3.034,3.034,3.76845532,2.95524333,1.188212316,0.024097551,1.331,8.912,0,0.032
