"","var","SEGMENT","CHANNEL","para","var_group","model_var","model_name_group"
"128","OOH_1","DIY","TRADE_COUNTER",0.00382079055,"OUTDOOR","SALES","sales"
"129","OOH_1","DIY","WEB",0.00373370312,"OUTDOOR","SALES","sales"
"130","OOH_1","TRADE","CALL_COLLECT",0.00374769252,"OUTDOOR","SALES","sales"
"131","OOH_1","TRADE","CLICK_COLLECT",0.00471989688,"OUTDOOR","SALES","sales"
"132","OOH_1","TRADE","CONTACT_CENTRE",0.00401553246,"OUTDOOR","SALES","sales"
"133","OOH_1","TRADE","TRADE_COUNTER",0.00413869683,"OUTDOOR","SALES","sales"
"134","OOH_1","TRADE","WEB",0.0045119679,"OUTDOOR","SALES","sales"
"135","OOH_2","DIY","CALL_COLLECT",0.0016214264,"OUTDOOR","SALES","sales"
"136","OOH_2","DIY","CLICK_COLLECT",0.0039236005,"OUTDOOR","SALES","sales"
"137","OOH_2","DIY","CONTACT_CENTRE",0.00114,"OUTDOOR","SALES","sales"
"138","OOH_2","DIY","TRADE_COUNTER",0.00263414606,"OUTDOOR","SALES","sales"
"139","OOH_2","DIY","WEB",0.00255062292,"OUTDOOR","SALES","sales"
"140","OOH_2","TRADE","CALL_COLLECT",0.00575865082,"OUTDOOR","SALES","sales"
"141","OOH_2","TRADE","CLICK_COLLECT",0.00682697708,"OUTDOOR","SALES","sales"
"142","OOH_2","TRADE","CONTACT_CENTRE",0.00605297211,"OUTDOOR","SALES","sales"
"143","OOH_2","TRADE","TRADE_COUNTER",0.00618050752,"OUTDOOR","SALES","sales"
"144","OOH_2","TRADE","WEB",0.00659849015,"OUTDOOR","SALES","sales"
"145","OUT10","DIY","TRADE_COUNTER",-0.302901,"NEGATIVE_OUTLIERS","SALES","sales"
"146","OUT10","TRADE","TRADE_COUNTER",-0.378078,"NEGATIVE_OUTLIERS","SALES","sales"
"147","OUT13","DIY","CLICK_COLLECT",0.224631,"POSITIVE_OUTLIERS","SALES","sales"
"148","OUT13","DIY","CONTACT_CENTRE",0.642751,"POSITIVE_OUTLIERS","SALES","sales"
"149","OUT13","DIY","WEB",0.377347,"POSITIVE_OUTLIERS","SALES","sales"
"150","OUT13","TRADE","CALL_COLLECT",0.502515,"POSITIVE_OUTLIERS","SALES","sales"
"151","OUT13","TRADE","CLICK_COLLECT",0.257888,"POSITIVE_OUTLIERS","SALES","sales"
"152","OUT13","TRADE","CONTACT_CENTRE",0.784619,"POSITIVE_OUTLIERS","SALES","sales"
"153","OUT13","TRADE","WEB",0.3477,"POSITIVE_OUTLIERS","SALES","sales"
"154","OUT14","DIY","CALL_COLLECT",-0.24985,"NEGATIVE_OUTLIERS","SALES","sales"
"155","OUT14","TRADE","CLICK_COLLECT",-0.158837,"NEGATIVE_OUTLIERS","SALES","sales"
"156","OUT6","DIY","TRADE_COUNTER",-0.340841,"NEGATIVE_OUTLIERS","SALES","sales"
"157","OUT6","TRADE","CONTACT_CENTRE",-0.292696,"NEGATIVE_OUTLIERS","SALES","sales"
"158","OUT6","TRADE","TRADE_COUNTER",-0.430364,"NEGATIVE_OUTLIERS","SALES","sales"
"159","OUT6","TRADE","WEB",-0.220284,"NEGATIVE_OUTLIERS","SALES","sales"
"160","OUT9","DIY","CLICK_COLLECT",-0.317801,"NEGATIVE_OUTLIERS","SALES","sales"
"161","OUT9","DIY","TRADE_COUNTER",-0.358612,"NEGATIVE_OUTLIERS","SALES","sales"
"162","OUT9","DIY","WEB",-0.232068,"NEGATIVE_OUTLIERS","SALES","sales"
"163","OUT9","TRADE","CLICK_COLLECT",-0.391702,"NEGATIVE_OUTLIERS","SALES","sales"
"164","OUT9","TRADE","TRADE_COUNTER",-0.328915,"NEGATIVE_OUTLIERS","SALES","sales"
"165","OUT9","TRADE","WEB",-0.294132,"NEGATIVE_OUTLIERS","SALES","sales"
"166","POSITIVE_SEASON","DIY","CALL_COLLECT",0.951638,"POSITIVE_SEASON","SALES","sales"
"167","POSITIVE_SEASON","TRADE","CALL_COLLECT",0.951638,"POSITIVE_SEASON","SALES","sales"
"168","POSITIVE_SEASON","DIY","CLICK_COLLECT",0.951638,"POSITIVE_SEASON","SALES","sales"
"169","POSITIVE_SEASON","TRADE","CLICK_COLLECT",0.951638,"POSITIVE_SEASON","SALES","sales"
"170","POSITIVE_SEASON","DIY","CONTACT_CENTRE",0.951638,"POSITIVE_SEASON","SALES","sales"
"171","POSITIVE_SEASON","TRADE","CONTACT_CENTRE",0.951638,"POSITIVE_SEASON","SALES","sales"
"172","POSITIVE_SEASON","DIY","TRADE_COUNTER",0.951638,"POSITIVE_SEASON","SALES","sales"
"173","POSITIVE_SEASON","TRADE","TRADE_COUNTER",0.951638,"POSITIVE_SEASON","SALES","sales"
"174","POSITIVE_SEASON","DIY","WEB",0.951638,"POSITIVE_SEASON","SALES","sales"
"175","POSITIVE_SEASON","TRADE","WEB",0.951638,"POSITIVE_SEASON","SALES","sales"
"176","PR_CLIP","DIY","TRADE_COUNTER",0.01292331678,"PR","SALES","sales"
"177","PR_CLIP","TRADE","CALL_COLLECT",0.02770618708,"PR","SALES","sales"
"178","PR_CLIP_1","DIY","WEB",0.0184151783786034,"PR","SALES","sales"
"179","PR_CLIP_1","TRADE","WEB",0.0214828732324218,"PR","SALES","sales"
"180","REG_PRESS_1","TRADE","CLICK_COLLECT",0.002743,"REGIONAL_PRESS","SALES","sales"
"181","REG_PRESS_2","DIY","TRADE_COUNTER",0.005996,"REGIONAL_PRESS","SALES","sales"
"182","REG_PRESS_2","DIY","WEB",0.005415,"REGIONAL_PRESS","SALES","sales"
"183","REG_PRESS_2","TRADE","TRADE_COUNTER",0.004691,"REGIONAL_PRESS","SALES","sales"
"184","REG_PRESS_2","TRADE","WEB",0.005557,"REGIONAL_PRESS","SALES","sales"
"185","REG_PRICE","DIY","CLICK_COLLECT",-0.165081,"REG_PRICE","SALES","sales"
"186","REG_PRICE","DIY","CONTACT_CENTRE",-0.659271,"REG_PRICE","SALES","sales"
"187","REG_PRICE","DIY","TRADE_COUNTER",0,"REG_PRICE","SALES","sales"
"188","REG_PRICE","DIY","WEB",-0.492523,"REG_PRICE","SALES","sales"
"189","REG_PRICE","TRADE","CALL_COLLECT",0,"REG_PRICE","SALES","sales"
"190","REG_PRICE","TRADE","CONTACT_CENTRE",-0.088862,"REG_PRICE","SALES","sales"
"191","REG_PRICE","TRADE","TRADE_COUNTER",-0.386907,"REG_PRICE","SALES","sales"
"192","REG_PRICE","TRADE","WEB",-0.452528,"REG_PRICE","SALES","sales"
"193","REG_RADIO_1","DIY","CONTACT_CENTRE",0.017986,"REGIONAL_RADIO","SALES","sales"
"194","REG_RADIO_1","DIY","WEB",0.0051537342,"REGIONAL_RADIO","SALES","sales"
"195","REG_RADIO_1","TRADE","CONTACT_CENTRE",0.016534,"REGIONAL_RADIO","SALES","sales"
"196","REG_RADIO_3","TRADE","CALL_COLLECT",0.00748,"REGIONAL_RADIO","SALES","sales"
"197","SFX_TRADE_PRESS","DIY","CALL_COLLECT",0.020493,"SFX_TRADE_PRESS","SALES","sales"
"198","SFX_TRADE_PRESS_1","DIY","CONTACT_CENTRE",0.011266,"SFX_TRADE_PRESS","SALES","sales"
"199","SPON_TV_ITV","DIY","CALL_COLLECT",0.00756,"SPON_TV_ITV","SALES","sales"
"200","SPON_TV_ITV","DIY","CLICK_COLLECT",0.00914530435,"SPON_TV_ITV","SALES","sales"
"201","SPON_TV_ITV","DIY","CONTACT_CENTRE",0.00756,"SPON_TV_ITV","SALES","sales"
"202","SPON_TV_ITV","DIY","TRADE_COUNTER",0.00907928861,"SPON_TV_ITV","SALES","sales"
"203","SPON_TV_ITV","DIY","WEB",0.00756,"SPON_TV_ITV","SALES","sales"
"204","SPON_TV_ITV","TRADE","CALL_COLLECT",0.00337,"SPON_TV_ITV","SALES","sales"
"205","SPON_TV_ITV","TRADE","CLICK_COLLECT",0.00337,"SPON_TV_ITV","SALES","sales"
"206","SPON_TV_ITV","TRADE","CONTACT_CENTRE",0.00337,"SPON_TV_ITV","SALES","sales"
"207","SPON_TV_ITV","TRADE","TRADE_COUNTER",0.00434414989,"SPON_TV_ITV","SALES","sales"
"208","SPON_TV_ITV","TRADE","WEB",0.00337,"SPON_TV_ITV","SALES","sales"
"209","SPON_TV_ITV_1","DIY","CALL_COLLECT",0.0062814736,"SPON_TV_ITV","SALES","sales"
"210","SPON_TV_ITV_1","DIY","CLICK_COLLECT",0.0102264844,"SPON_TV_ITV","SALES","sales"
"211","SPON_TV_ITV_1","DIY","CONTACT_CENTRE",0.00568,"SPON_TV_ITV","SALES","sales"
"212","SPON_TV_ITV_1","DIY","TRADE_COUNTER",0.00857098888,"SPON_TV_ITV","SALES","sales"
"213","SPON_TV_ITV_1","DIY","WEB",0.00744237208,"SPON_TV_ITV","SALES","sales"
"214","SPON_TV_ITV_1","TRADE","CALL_COLLECT",0.00650530668,"SPON_TV_ITV","SALES","sales"
"215","SPON_TV_ITV_1","TRADE","CLICK_COLLECT",0.00784002792,"SPON_TV_ITV","SALES","sales"
"216","SPON_TV_ITV_1","TRADE","CONTACT_CENTRE",0.00687301914,"SPON_TV_ITV","SALES","sales"
"217","SPON_TV_ITV_1","TRADE","TRADE_COUNTER",0.00768910404,"SPON_TV_ITV","SALES","sales"
"218","SPON_TV_ITV_1","TRADE","WEB",0.0075545661,"SPON_TV_ITV","SALES","sales"
"219","SPON_TV_ITV_2","DIY","CALL_COLLECT",0.0047950304,"SPON_TV_ITV","SALES","sales"
"220","SPON_TV_ITV_2","DIY","CLICK_COLLECT",0.009825137,"SPON_TV_ITV","SALES","sales"
"221","SPON_TV_ITV_2","DIY","CONTACT_CENTRE",0.0038,"SPON_TV_ITV","SALES","sales"
"222","SPON_TV_ITV_2","DIY","TRADE_COUNTER",0.00714872156,"SPON_TV_ITV","SALES","sales"
"223","SPON_TV_ITV_2","DIY","WEB",0.00671552912,"SPON_TV_ITV","SALES","sales"
"224","SPON_TV_ITV_2","TRADE","CALL_COLLECT",0.00931001352,"SPON_TV_ITV","SALES","sales"
"225","SPON_TV_ITV_2","TRADE","CLICK_COLLECT",0.01151807088,"SPON_TV_ITV","SALES","sales"
"226","SPON_TV_ITV_2","TRADE","CONTACT_CENTRE",0.00991832796,"SPON_TV_ITV","SALES","sales"
"227","SPON_TV_ITV_2","TRADE","TRADE_COUNTER",0.01034899332,"SPON_TV_ITV","SALES","sales"
"228","SPON_TV_ITV_2","TRADE","WEB",0.0110458254,"SPON_TV_ITV","SALES","sales"
"229","SPON_TV_ITV_3","DIY","CALL_COLLECT",0.00320145382,"SPON_TV_ITV","SALES","sales"
"230","SPON_TV_ITV_3","DIY","CLICK_COLLECT",0.0050713828,"SPON_TV_ITV","SALES","sales"
"231","SPON_TV_ITV_3","DIY","CONTACT_CENTRE",0.00193,"SPON_TV_ITV","SALES","sales"
"232","SPON_TV_ITV_3","DIY","TRADE_COUNTER",0.00308221888,"SPON_TV_ITV","SALES","sales"
"233","SPON_TV_ITV_3","DIY","WEB",0.00242791413,"SPON_TV_ITV","SALES","sales"
"234","SPON_TV_ITV_3","TRADE","CALL_COLLECT",0.00983,"SPON_TV_ITV","SALES","sales"
"235","SPON_TV_ITV_3","TRADE","CLICK_COLLECT",0.01131985004,"SPON_TV_ITV","SALES","sales"
"236","SPON_TV_ITV_3","TRADE","CONTACT_CENTRE",0.00983,"SPON_TV_ITV","SALES","sales"
"237","SPON_TV_ITV_3","TRADE","TRADE_COUNTER",0.01056878912,"SPON_TV_ITV","SALES","sales"
"238","SPON_TV_ITV_3","TRADE","WEB",0.00983,"SPON_TV_ITV","SALES","sales"
"239","SPON_TV_SKY","DIY","CALL_COLLECT",0.00581736535,"SPON_TV_SKY","SALES","sales"
"240","SPON_TV_SKY_1","DIY","CONTACT_CENTRE",0.009297,"SPON_TV_SKY","SALES","sales"
"241","SPON_TV_SKY_1","DIY","WEB",0.0048713158,"SPON_TV_SKY","SALES","sales"
"242","SPON_TV_SKY_3","DIY","CLICK_COLLECT",0.012680236,"SPON_TV_SKY","SALES","sales"
"243","SPON_TV_SKY_3","TRADE","CLICK_COLLECT",0.00079955928,"SPON_TV_SKY","SALES","sales"
"244","SPON_TV_SKY_3","TRADE","WEB",0.000402,"SPON_TV_SKY","SALES","sales"
"245","TOOL_1","DIY","CLICK_COLLECT",-0.0117319746,"TOOLSTATION","SALES","sales"
"246","TPR","DIY","CALL_COLLECT",0,"TPR","SALES","sales"
"247","TPR","DIY","CLICK_COLLECT",0.170121,"TPR","SALES","sales"
"248","TPR","DIY","CONTACT_CENTRE",0.150589,"TPR","SALES","sales"
"249","TPR","DIY","TRADE_COUNTER",0,"TPR","SALES","sales"
"250","TPR","DIY","WEB",0.000686,"TPR","SALES","sales"
"251","TPR","TRADE","CALL_COLLECT",0.012798,"TPR","SALES","sales"
"252","TPR","TRADE","CLICK_COLLECT",0.08966,"TPR","SALES","sales"
"253","TPR","TRADE","CONTACT_CENTRE",0.240171,"TPR","SALES","sales"
"254","TPR","TRADE","WEB",0.280598,"TPR","SALES","sales"
"255","TV_ADSMART","DIY","CONTACT_CENTRE",0.030884,"TV_ADSMART","SALES","sales"
"256","TV_ADSMART","TRADE","WEB",0.014137,"TV_ADSMART","SALES","sales"
"257","TV_ADSMART_1","DIY","WEB",0.015001,"TV_ADSMART","SALES","sales"
"258","WICKES","DIY","CONTACT_CENTRE",-0.029732,"WICKES","SALES","sales"
"259","WICKES","DIY","TRADE_COUNTER",-0.009039,"WICKES","SALES","sales"
"260","WICKES","TRADE","TRADE_COUNTER",-0.008303,"WICKES","SALES","sales"
"261","WICKES","TRADE","WEB",-0.014549,"WICKES","SALES","sales"
"262","YT_SFX_PRODUCT_CAT126","DIY","CLICK_COLLECT",0.011483,"YT_SFX_PRODUCT_CAT126","SALES","sales"
"263","YT_SFX_PRODUCT_CAT126","TRADE","WEB",0.02148910912,"YT_SFX_PRODUCT_CAT126","SALES","sales"
"264","EMAIL_OPEN","DIY","CALL_COLLECT",0.04338088326,"email","SALES","sales"
"265","REG_RADIO_1","DIY","CALL_COLLECT",0.0005713188,"REGIONAL_RADIO","SALES","sales"
"266","REG_RADIO_3","DIY","CALL_COLLECT",0.00041932644,"REGIONAL_RADIO","SALES","sales"
"267","SELCO","DIY","CALL_COLLECT",-0.00282484072,"SELCO","SALES","sales"
"268","SPON_TV_SKY_3","DIY","CALL_COLLECT",0.00055946124,"SPON_TV_SKY","SALES","sales"
"269","DDROP","DIY","CALL_COLLECT",0.00036434402,"DOOR_DROP","SALES","sales"
"270","DDROP_1","DIY","CALL_COLLECT",0.00080166270656424,"DOOR_DROP","SALES","sales"
"271","DM_3","DIY","CALL_COLLECT",0.0014537059,"DIRECT_MAIL","SALES","sales"
"272","NAT_RADIO_1","DIY","CALL_COLLECT",0.00037744992,"NATIONAL_RADIO","SALES","sales"
"273","PS_BG_IMPS","DIY","CALL_COLLECT",0.0930125723,"paid_search","SALES","sales"
"274","YT_SFX_PRODUCT_CAT126","DIY","CALL_COLLECT",0.00197112736,"YT_SFX_PRODUCT_CAT126","SALES","sales"
"275","BQ_1","DIY","CALL_COLLECT",-0.00040222,"BQ","SALES","sales"
"276","BRAND_TV_3","DIY","CALL_COLLECT",0.0009059232,"BRAND_TV","SALES","sales"
"277","DM_2","DIY","CALL_COLLECT",0.000532168,"DIRECT_MAIL","SALES","sales"
"278","PR_CLIP","DIY","CALL_COLLECT",0.0013192816,"PR","SALES","sales"
"279","REG_PRESS_3","DIY","CALL_COLLECT",0.0007153328,"REGIONAL_PRESS","SALES","sales"
"280","SPON_TV_SKY_1","DIY","CALL_COLLECT",0.000909636,"SPON_TV_SKY","SALES","sales"
"281","SPON_TV_SKY_2","DIY","CALL_COLLECT",0.0004381104,"SPON_TV_SKY","SALES","sales"
"282","TOOL_1","DIY","CALL_COLLECT",-0.0004009824,"TOOLSTATION","SALES","sales"
"283","DDROP_3","DIY","CALL_COLLECT",0.00015974316096648,"DOOR_DROP","SALES","sales"
"284","DM7","DIY","CALL_COLLECT",0.0011732911617336,"DIRECT_MAIL","SALES","sales"
"285","PR_CLIP_1","DIY","CALL_COLLECT",0.000684340084428,"PR","SALES","sales"
"286","TV_ITV5","DIY","CALL_COLLECT",0.0006051270929704,"SPON_TV_ITV","SALES","sales"
"287","TV_SKY2_3","DIY","CALL_COLLECT",0.0006291006450456,"SPON_TV_SKY","SALES","sales"
"288","DDROP_1","DIY","CLICK_COLLECT",0.00227937161600946,"DOOR_DROP","SALES","sales"
"289","DM_1","DIY","CLICK_COLLECT",0.000521825,"DIRECT_MAIL","SALES","sales"
"290","DM_2","DIY","CLICK_COLLECT",0.00343516355,"DIRECT_MAIL","SALES","sales"
"291","DM_3","DIY","CLICK_COLLECT",0.00400517385,"DIRECT_MAIL","SALES","sales"
"292","NAT_RADIO","DIY","CLICK_COLLECT",0.0005489599,"NATIONAL_RADIO","SALES","sales"
"293","NAT_RADIO_1","DIY","CLICK_COLLECT",0.0008829279,"NATIONAL_RADIO","SALES","sales"
"294","PR_CLIP_2","DIY","CLICK_COLLECT",0.00108852695,"PR","SALES","sales"
"295","REG_RADIO_2","DIY","CLICK_COLLECT",0.00041224175,"REGIONAL_RADIO","SALES","sales"
"296","SPON_TV_SKY_1","DIY","CLICK_COLLECT",0.004861225,"SPON_TV_SKY","SALES","sales"
